_id,name,description,author,age,rating,published,isbn,updatedAt,__v
658f6b6860676a3a286a47a2,Dog Man: Grime and Punishment: From the Creator of Captain Underpants (Dog Man #9) (9),"\r\nThe mayor has had enough of Dog Man's shenanigans in the ninth book from worldwide bestselling author and artist Dav Pilkey.Dog Man's really done it this time! He hands over his badge and clears out his desk, but while he may be out of a job, he's not yet out of hope. With his friends at his side, can Dog Man dig himself out of this hole and paw his way back onto the force?Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of doing good.\r\n\r\n",Dav Pilkey,7 99,4.9,2020-09-01T00:00:00.000Z,1338535625,2023-12-30T12:32:42.343Z,4
658f6b6860676a3a286a47a4,"Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (1)","\r\nA dazzling new edition of J.K. Rowling's Harry Potter and the Sorcerer's Stone, fully illustrated in brilliant color and featuring exclusive interactive paper craft elements, including a foldout Hogwarts letter and more!In this stunning new edition of Harry Potter and the Sorcerer's Stone, experience the story as never before. J.K. Rowling's complete and unabridged text is accompanied by full-color illustrations on nearly every page and eight exclusive, interactive paper craft elements: Readers will open Harry's Hogwarts letter, reveal the magical entryway to Diagon Alley, make a sumptuous feast appear in the Great Hall, and more.Designed and illustrated by award-winning design studio MinaLima -- best known for establishing the visual graphic style of the Harry Potter and Fantastic Beasts films -- this edition is sure to be a keepsake for Harry Potter fans, a beautiful addition to any collector's bookshelf, and an enchanting way to introduce the first book in this beloved series to a new generation of readers.\r\n\r\n",J.K. Rowling,8 99,5,2020-10-20T00:00:00.000Z,1338596705,2023-12-30T12:32:42.343Z,4
658f6b6860676a3a286a47a6,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,"\r\nThe #1 New York Times Best Seller!An Amazon Best Book of 2018!IACP Award WinnerWant to bake the most-awesome-ever cupcakes? Or surprise your family with breakfast tacos on Sunday morning? Looking for a quick snack after school? Or maybe something special for a sleepover? It's all here. Learn to cook like a pro―it's easier than you think.For the first time ever, America's Test Kitchen is bringing their scientific know-how, rigorous testing, and hands-on learning to KIDS in the kitchen! Using kid-tested and approved recipes, America's Test Kitchen has created THE cookbook every kid chef needs on their shelf. Whether you're cooking for yourself, your friends, or your family, The Complete Cookbook for Young Chefs has delicious recipes that will wow!  Recipes were thoroughly tested by more than 750 kids to get them just right for cooks of all skill levels―including recipes for breakfast, snacks and beverages, dinners, desserts, and more. Step-by-step photos of tips and techniques will help young chefs feel like pros in their own kitchen Testimonials (and even some product reviews!) from kid test cooks who worked alongside America's Test Kitchen will encourage young chefs that they truly are learning the best recipes from the best cooks.By empowering young chefs to make their own choices in the kitchen, America's Test Kitchen is building a new generation of confident cooks, engaged eaters, and curious experimenters.\r\n\r\n",America's Test Kitchen Kids,8 12,4.8,2018-10-16T00:00:00.000Z,1492670022,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47a8,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"\r\nWith this cookbook, dining a la Hogwarts is as easy as Banoffi Pie. With more than 150 easy-to-make recipes, tips, and techniques, you can indulge in spellbindingly delicious meals drawn straight from the pages of your favorite Potter stories, such as:  Treacle Tart, Harry's favorite dessert Molly's Meat Pies, Mrs. Weasley's classic dish Kreacher's French Onion Soup Pumpkin Pasties, a staple on the Hogwarts Express cart  With a dash of magic and a drop of creativity, you'll conjure up the entrees, desserts, snacks, and drinks you need to transform ordinary Muggle meals into magical culinary masterpieces, sure to make even Mrs. Weasley proud.\r\n\r\n",Dinah Bucholz,9 99,4.7,2010-09-18T00:00:00.000Z,1440503257,2023-12-30T12:32:42.343Z,4
658f6b6860676a3a286a47b2,The Ballad of Songbirds and Snakes (A Hunger Games Novel),"\r\nAmbition will fuel him. Competition will drive him. But power has its price.  It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to outcharm, outwit, and outmaneuver his fellow students to mentor the winning tribute.   The odds are against him. He’s been given the humiliating assignment of mentoring the female tribute from District 12, the lowest of the low. Their fates are now completely intertwined — every choice Coriolanus makes could lead to favor or failure, triumph or ruin. Inside the arena, it will be a fight to the death. Outside the arena, Coriolanus starts to feel for his doomed tribute . . . and must weigh his need to follow the rules against his desire to survive no matter what it takes.\r\n\r\n",Suzanne Collins,12 99,4.7,2020-05-19T00:00:00.000Z,1338635174,2023-12-30T12:32:42.343Z,4
658f6b6860676a3a286a47b3,In My Heart: A Book of Feelings (Growing Hearts),"\r\nCelebrate feelings in all their shapes and sizes in this bestselling picture book from the Growing Hearts series!   Happiness, sadness, bravery, anger, shyness . . . our hearts can feel so many feelings! Some make us feel as light as a balloon, others as heavy as an elephant. In My Heart explores a full range of emotions, describing how they feel physically, inside, with language that is lyrical but also direct to empower readers to practice articulating and identifying their own emotions.   With whimsical illustrations and an irresistible die-cut heart that extends through each spread, this gorgeously packaged and unique feelings book is sure to become a storytime favorite.   The Growing Hearts series celebrates the milestones of a toddler’s emotional development, from conquering fears and expressing feelings to welcoming a new sibling. Read them all!  Hello in There: A Big Sister’s Book of WaitingIn My Heart: A Book of FeelingsBrave As Can Be: A Book of CourageAll My Treasures: A Book of JoyIn My Room: A Book of Creativity and ImaginationWith My Daddy: A Book of Love and FamilyMy Little Gifts: A Book of SharingMy Tree and Me: A Book of Seasons  \r\n\r\n",Jo Witek,2 4,4.9,2014-10-14T00:00:00.000Z,9781419713101,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47b4,How to Catch a Unicorn,"\r\nThe #1 New York Times bestseller!  Try to catch one of the world's most elusive mythical creatures―the unicorn! Filled with zany traps and lots of rainbow unicorn fun, this is the unicorn book of the year!Can you catch the unicorn? You'll have to use your brain, So set your traps and prep your teamTo pet that rainbow mane!Also in the How to Catch Series:How to Catch a MermaidHow to Catch a DinosaurHow to Catch a DragonHow to Catch a Monster\r\n\r\n",Adam Wallace,4 10,4.8,2019-03-05T00:00:00.000Z,1492669733,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47b5,Potty Time! (Daniel Tiger's Neighborhood) (Daniel Tiger's Neighborhood Interactive Take-Along Children's Sound Book),"\r\nLearning to use the potty is something to celebrate! Join Daniel Tiger as we get ready to potty train. As you read the story, picture icons will prompt you to press the buttons and play the sound effects. The sturdy handle is just right for little hands, at home or on the go. ""Potty Time!"" is great for all little Daniel Tiger Neighborhood fans getting ready for toilet training!  Daniel Tiger's Neighborhood interactive board books feature scenarios and music from the top-rated series for preschoolers on PBS KIDS. Listen to fun sounds and sing along with Daniel Take-along handle for little hands to carry wherever they go Sturdy board book with colorful illustrations Potty Time! is part of the Early Bird Sound Books collection from Cottage Door Press Officially licensed Daniel Tiger's Neighborhood product \r\n\r\n",Cottage Door Press,0 4,4.8,2019-02-19T00:00:00.000Z,1680524933,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47b6,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","\r\nOur best-selling body book for girls just got even better! With all-new illustrations and updated content for girls ages 8 and up, it features tips, how-tos, and facts from the experts. (Medical consultant: Cara Natterson, MD.) You'll find answers to questions about your changing body, from hair care to healthy eating, bad breath to bras, periods to pimples, and everything in between. Once you feel comfortable with what's happening, you'll be ready to move on to the The Care & Keeping of You 2!\r\n\r\n",Valorie Schaefer,8 10,4.8,2012-03-26T00:00:00.000Z,1609580834,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47b7,Joey: The Story of Joe Biden,"\r\n“(Jill) Biden’s anecdotal portrait of her spouse’s early years spotlights his competitiveness and risk-taking…his role as a peacemaker, devoted brother, and defender of bullied peers…and reveals how…high school, when he became a star athlete and class president, paved the way for leadership roles in college and beyond.” —Publishers Weekly “Young readers are likely to find inspiration and aspiration in young Joey as a relatable, athletic, and tenacious kid who grew into a civic leader.” —School Library Journal Joey is the first ever picture book about the young life of Joe Biden, the 47th Vice President of the United States, and includes never before told family stories about the president-elect and former vice president’s childhood—written by Jill Biden, his spouse.Joe Biden grew up in Scranton, Pennsylvania, the oldest of four children. His parents always encouraged him and his siblings to be independent and strong. The family moved to Wilmington, Delaware, where at twenty-nine, Biden was elected one the youngest United States Senators ever elected. This is his story.\r\n\r\n",Dr Jill Biden,4 8,4.8,2020-06-30T00:00:00.000Z,1534480536,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47b9,Chicka Chicka Boom Boom (Board Book),"\r\nThe complete edition of the bestselling children’s favorite, Chicka Chicka Boom Boom, is now available as a Classic Board Book!A told B and B told C,“I’ll meet you at the topof the coconut tree.”     When all the letters of the alphabet race one another up the coconut tree, will there be enough room?Of course there is always enough room for this rollicking alphabet chant that has been a children’s favorite for more than twenty years! Bill Martin Jr and John Archambault’s rhythmic text keeps the beat with Caldecott Honor illustrator Lois Ehlert’s bold, cheerful art. This winning combination has created a series of enduring Chicka Chicka favorites, and now, for the first time ever, the complete edition of the original Chicka Chicka Boom Boom story is available as a Classic Board Book. With sturdy pages and rounded corners, this portable edition of an irresistible alphabet romp will delight a new generation of young readers.\r\n\r\n",John Archambault,1 4,4.9,2012-08-28T00:00:00.000Z,9781442450707,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47bc,"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate Your Body, 1)","\r\nA body-positive guide to help girls ages 8 to 12 navigate the changes of puberty Puberty can be a difficult time for a young girl―and it’s natural not to know who (or what) to ask. Celebrate Your Body is a reassuring entry into puberty books for girls that encourages girls to face puberty with excitement and empowerment. From period care to mysterious hair in new places, this age-appropriate sex education book has the answers you’re looking for―in a way you can relate to. Covering everything from bras to braces, this body-positive top choice in books about puberty for girls offers friendly guidance and support when you need it most. In addition to tips on managing intense feelings, making friends, and more, you’ll get advice on what to eat and how to exercise so your body is healthy, happy, and ready for the changes ahead. Puberty explained―Discover what happens, when it happens, and why your body (and mind) is amazing in every way. Social skills―Learn how to stand up to peer pressure, stay safe on social media, and keep the right kind of friends. Self-care tips―Choose the right foods, exercises, and sleep schedule to keep your changing body at its best with advice you won’t find in other puberty books for girls. This inclusive option in puberty books for girls is the ultimate guide to facing puberty with confidence. \r\n\r\n",Sonya Renee Taylor,8 11,4.8,2018-05-29T00:00:00.000Z,9781641521666,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47bd,The Giver (1) (Giver Quartet),"\r\nIn Lois Lowry’s Newbery Medal–winning classic, twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind his fragile community. The Giver, the 1994 Newbery Medal winner, has become one of the most influential novels of our time. The haunting story centers on twelve-year-old Jonas, who lives in a seemingly ideal, if colorless, world of conformity and contentment. Not until he is given his life assignment as the Receiver of Memory does he begin to understand the dark, complex secrets behind his fragile community. Lois Lowry has written three companion novels to The Giver, including Gathering Blue, Messenger, and Son.\r\n\r\n",Lois Lowry,12 99,4.6,2014-07-01T00:00:00.000Z,9780544336261,2023-12-30T12:32:42.343Z,4
658f6b6860676a3a286a47c4,"Oh, the Places You'll Go!  ","\r\nDr. Seuss’s wonderfully wise Oh, the Places You’ll Go! is the perfect gift to celebrate all of our special milestones—from graduations to birthdays and beyond! From soaring to high heights and seeing great sights to being left in a Lurch on a prickle-ly perch, Dr. Seuss addresses life’s ups and downs with his trademark humorous verse and whimsical illustrations. The inspiring and timeless message encourages readers to find the success that lies within, no matter what challenges they face. A perennial favorite and a perfect gift for anyone starting a new phase in their life! “Pretty much all the stuff you need to know is in Dr. Seuss.” –President Barack Obama\r\n\r\n",Dr. Seuss,4 8,4.9,1990-01-22T00:00:00.000Z,9780679805274,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47c5,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),"\r\nThe Cat in the Hat takes readers on an out of this world reading adventure through outer space! The Cat in the Hat's Learning Library is a nonfiction picture book series that introduces beginning readers ages 5-8 to important basic concepts.  Learn about the solar system, planets, the constellations, and astronauts, and explore the wonders of space with the help of everyone' favorite Cat in the Hat! Perfect for aspiring astraunauts, or any kid who loves learning and science.  The universe is a mysterious place. We are only just learning what happens in space. Featuring beloved characters from Dr. Seuss's The Cat in the Hat, the Learning Library are unjacketed hardcover picture books that explore a range of nonfiction topics about the world we live in and include an index, glossary, and suggestions for further reading. “Pretty much all the stuff you need to know is in Dr. Seuss.” –President Barack Obama\r\n\r\n",Tish Rabe,4 8,4.8,1999-10-26T00:00:00.000Z,9780679891154,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47c7,"World of Eric Carle, Around the Farm 30-Button Sound Book – Great Alternative to Toys for Christmas- PI Kids (Play-A-Sound)","\r\nPut on your overalls and have a stroll Around The Farm in this amazing sound book! Your little one can press 30 different sound buttons while they read to bring the amazing art stylings of Eric Carle to life! This sound books is special because:  Hands on interaction engages young readers Multisensory reading experiences stimulate the imaginations of young readers Sharing books with your little one strengthens your bond Features the art stylings of Eric Carle, writer and illustrator of The Very Hungry Caterpillar Includes an amazing amount of animals: bull, cow, goat, pig, sheep, lamb, donkey, horse, hen, turkey, chick, rooster, cat, dog, mouse, frog, duck, turtle, fish, crow, sparrow, owl, woodpecker, snake, rabbit, cricket, dragonfly, bee, butterfly, and Eric Carle’s famous Very Hungry Caterpillar \r\n\r\n",Mark Rader,3 7,4.8,2013-02-01T00:00:00.000Z,1450805752,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47c9,"This Is How We Do It: One Day in the Lives of Seven Kids from around the World (Easy Reader Books, Children Around the World Books, Preschool Prep Books)","\r\nIn Japan, Kei plays Freeze Tag, while in Uganda, Daphine likes to jump rope. While the way they play may differ, the shared rhythm of their days—and this one world we all share—unites them.This genuine exchange provides a window into traditions that may be different from our own as well as mirrors reflecting our common experiences. Inspired by his own travels, Matt Lamonthe transports readers across the globe and back with this luminous and thoughtful picture book.Perfect for kids learning about new cultures and customsEducates children on the importance of similarities and differencesGives kids a unique look into the lives of others across the globeIf you enjoyed Carson Ellis' Home, you're sure to enjoy the window into the world provided by This is How We Do It.This children's picture book is ideal for parents or teachers looking for the following:World Book for KidsTravel Book for KidsBeginning Reading BooksCultures for Kids BooksFamilies Around the World Books.\r\n\r\n",Matt Lamothe,5 8,4.8,2017-05-02T00:00:00.000Z,1452150184,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47cc,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),"\r\nHands-on projects to get kids ages 5 to 10 excited about science As kids grow older, they become more curious about the world around them, often asking, “How does this work?” Awesome Science Experiments for Kids teaches young brains the nuts and bolts of the scientific method using fun, hands-on experiments designed to show kids how to hypothesize, experiment, and then record their findings. With awesome projects like a Fizzy Rocket, Magnet-Powered Car, and Pencil Sundial, kids will have a blast learning to build, design, and think critically―while getting inspired to interact with the world around them and make their own discoveries. Awesome Science Experiments for Kids includes: 100+ STEAM experiments―With interactive activities for science, technology, engineering, art, and math, kids can discover how and why each project works.Easy-to-follow instructions―Step-by-step experiments simplify engineering for kids and make the STEM experiments and art projects clear and simple to do. Colorful photos―Refer to real-life photos that show experiments and many of the common household materials they use, as well as some of the final results!From learning how quicksand works to turning a lemon into a battery, these experiments teach budding STEAM kids how cool it is to be curious. \r\n\r\n",Crystal Chatterton,5 10,4.7,2018-02-13T00:00:00.000Z,9781939754660,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47d1,"Get Up, Stand Up: (Preschool Music Book, Multicultural Books for Kids, Diversity Books for Toddlers, Bob Marley Children's Books)","\r\nThe third picture book adaptation of one of Bob Marley's beloved songs that has a timely message for children: To counter injustice, lift others up with kindness and courage.A heartfelt and meaningful book that brings Bob Marley's music to life in a new way: As a young girl goes on with her day in school, she comes across several instances of teasing and intimidation. But with loving action and some help from her friends, she's able to make things right for herself and others.• This cute children's book includes the impactful lyrics of Bob Marley's song 'Get Up, Stand Up' that has inspired millions of listeners around the world with messages of peace, love, and truth• Written by Cedella Marley, Bob Marley's daughter, who has dedicated herself to keeping her father's message and memory alive• With exuberant pictures by John Jay Cabuay accompanying Marley's iconic lyrics, Get Up, Stand Up is a vibrant testament to the power we all have to make a differenceFans of Every Little Thing and One Love will also love the lyrical rhythm and the powerful message of love, peace, and harmony presented in Get Up, Stand Up.\r\n\r\n",Cedella Marley,3 5,4.8,2019-09-10T00:00:00.000Z,1452171726,2023-12-30T01:37:26.408Z,4
658f6b6860676a3a286a47d2,The Big Book of Silly Jokes for Kids (Big Book of Silly Jokes for Kids Series),"\r\n800 Silly jokes and limitless learning for kids 6 to 12 The Big Book of Silly Jokes for Kids is chock-full of knock-knock jokes, riddles, tongue twisters, and silly stats for endless hours of hilarious entertainment. The funny thing is―in reading and telling the jokes―kids improve their reading comprehension and verbal skills. The learning is hidden in the yuks! This collection of jokes for kids is fully illustrated, family-friendly, and filled with modern, inclusive material. Prompts even encourage kids to write their own gags. These jokes for kids also get more challenging with each chapter, so this book will tickle funny bones of a wide range of kids. They’ll be bursting to share the laughs every chance they get (parents, you’ve been warned). The Big Book of Silly Jokes for Kids offers side-splitting fun anytime and anywhere: Car trip chuckles―These jokes for kids will keep young readers engaged and giggling not just at home but on road trips, plane trips, and beyond.Budding comedians―Kids will learn about setups, punch lines, and how to write some jokes of their own to build confidence and creative thinking. Reading frenzy―This is one book even reluctant young readers won’t be able to put down.Keep kids laughing, learning, and reading for hours with this massive book of jokes for kids. \r\n\r\n",Carole P. Roman,6 12,4.7,2019-08-27T00:00:00.000Z,1641526378,2023-12-30T01:37:26.408Z,4
